"siteID","sampleID","collectDate","ANC","Mg","NO2 - N","TPC","Si","Mn","HCO3","DOC","TN","Cl","UV Absorbance (280 nm)","conductivity","Ca","Br","TDP","TOC","NH4 - N","DIC","TPN","TP","TDN","Ortho - P","pH","CO3","F","NO3+NO2 - N","K","UV Absorbance (250 nm)","Fe","Na","TSS - Dry Mass","SO4","TDS","TSS"
"KING","KING.SS.20170517",2017-05-17 13:10:00,3.54,20.24,0.008,0.301,7.62,5e-04,213.95,1.063,0.2345,1.75,0.0296,432.2,46.439,0.005,0.032,0.9505,0.012,81.87,0.0306,0.035,0.1252,0.011,7.97,0,0.33,0.034,1.289,0.04,5e-04,5.531,200,34.81,303.6,8
"KING","KING.SS.20170524",2017-05-24 14:50:00,3.91,20.324,0.008,0.3218,7.43,5e-04,237.53,0.7833,0.1422,1.79,0.0097,475.9,55.126,0.005,0.011,0.6616,0.012,78.69,0.0581,0.013,0.1243,0.011,8.09,0,0.31,0.051,1.187,0.0173,5e-04,5.437,0,36.22,331.1,0
"KING","KING.SS.20170606",2017-06-06 15:20:00,3.65,21.389,0.008,0.3782,8.4,5e-04,219.38,0.9573,0.1696,1.88,0.0117,453.1,47.901,0.005,0.017,0.9599,0.04,80.42,0.1212,0.019,0.1629,0.001,7.84,0,0.36,0.084,1.33,0.015,5e-04,5.738,100,36.77,316.6,4
"KING","KING.SS.20170620",2017-06-20 13:45:00,5.67,21.161,0.01,0.3001,7.8237,5e-04,325.69,0.849,0.1563,1.7214,0.0133,755.5,80.895,0.005,0.0481,0.914,0.117,83.44,0.0399,0.052,0.1653,0.002,7.67,0,0.3833,0.133,1.3774,0.0226,5e-04,5.8705,300,35.2006,529.7,3
"KING","KING.SS.20170626",2017-06-26 17:49:00,4.08,21.229,0.002,0.3235,8.2681,5e-04,241.86,0.8556,0.1638,1.7229,0.0053,475.5,53.497,0.005,0.0084,0.9018,0.214,83.82,0,0.01,0.1357,0.027,7.79,0,0.3325,0.07,1.3533,0.0104,5e-04,5.8362,500,35.1167,330.8,5
"KING","KING.SS.20170705",2017-07-05 14:00:00,6.58,21.203,0.014,0.3055,7.8064,0.0012,395.11,1.013,0.1389,1.6648,0.0134,556.5,104.1,0.005,0.0139,0.7851,0.055,84.18,0.0786,0.018,0.1299,0.028,7.78,0,0.3788,0.086,1.4052,0.0172,5e-04,5.8844,100,34.6393,506.5,1
"KING","KING.SS.20170717",2017-07-17 12:55:00,6.984,21.274,0,0.1924,7.9107,0.0074,402.79,0.8305,0.1799,1.7237,0.0134,539.4,107.09,0.005,0.0045,0.7711,0.013,82.87,0,0.1353,0.2655,0.025,7.9,0,0.3762,0.062,1.4296,0.015,5e-04,5.8783,400,35.4836,519.97,4
"KING","KING.SS.20170809",2017-08-09 15:00:00,6.76,18.92,0,0.4244,6.9141,0.0073,403.6,0.8885,0.2419,1.7416,0.0071,659.8,95.715,0.005,0.0112,0.8565,0.031,84.85,0.126,0.0722,0.1777,0.027,7.67,0,0.3518,0.07,1.2598,0.0141,5e-04,5.0984,100,34.8231,459.84,2
"KING","KING.SS.20170905",2017-09-05 14:45:00,4.128,24.848,0.0922,0.395,3.5334,0.002,241.21,1.31,0.2542,1.8063,0.019,471.3,46.899,0.005,0.0139,1.566,0.0176,80.43,0.0698,0.015,0.2319,0.025,7.99,0,0.3726,0.0516,2.2292,0.0309,0.0059,7.345,1000,37.0798,331.21,20
"KING","KING.RE.20171003",2017-10-03 13:37:00,8.13,21.485,0.0143,0.7428,11.22,0.564,484.23,11.91,1.973,2.86,0.1702,839.2,123.21,0.005,0.231,9.725,1.0678,112.7,0.2223,0.242,1.98,0.129,7.64,0.005,0.58,0.0036,6.143,0.2343,0.162,7.282,1900,18.54,588.5,38
"KING","KING.RE.20171101",2017-11-01 16:22:00,5.21,21.413,0.0183,0.3464,0.32,5e-04,249.32,2.602,0,1.9,0.0394,582.4,63.377,0.005,0.119,1.665,0.1094,98.78,0.0702,0.124,9e-04,0.019,7.38,0.005,3.54,0.2598,1.328,0.0524,5e-04,5.0293,500,37,410.2,10
"KING","KING.RE.20171108",2017-11-08 16:08:00,3.75,21.43,0.0133,0.3049,0.32,5e-04,220.38,1.403,0.0607,6.54,0.0371,475.9,53.036,0.005,0.029,1.233,0.1282,97.26,0.0623,0.032,0.0409,0.009,7.46,0.005,0.5547,0.01,0.834,0.0474,5e-04,4.8132,1000,39.755,338.9,20
"KING","KING.RE.20171205",2017-12-05 16:23:00,5.121,21.963,0.0061,0.3789,0.3,5e-04,295.64,1.481,0.0431,0,0.0262,788.1,68.242,0.005,0.05,1.291,0.1035,96.03,0.0209,0.053,0,0.012,7.61,0.005,2.56,0.0124,0.924,0.033,5e-04,4.8837,500,26.38,383.5,10
"KING","KING.RE.20180102",2018-01-02 16:10:00,9.61,28.578,0.0172,0.3408,0.3,0.029,528.04,0.7055,0.0779,1.97,0.0116,1004.15,140.26,0.005,0.036,0.8086,0.1086,132.6,0.1116,0.038,0.0624,0.047,7.46,0.005,0.005,0.0212,1.452,0.0165,5e-04,6.655,100,49.35,705.4,2
"KING","KING.RE.20180207",2018-02-07 16:09:00,6.92,27.443,0.0124,0.6845,7.47,5e-04,413.11,2.301,0.2469,11.52,0.0241,914.6,107.986,0.005,0.006,2.479,0.099,123.3,0.147,0.007,0.0962,0.032,7.27,0.005,1.89,0.0105,1.505,0.0408,5e-04,6.903,600,38.53,639.3,12
"KING","KING.RE.20180305",2018-03-05 16:40:00,6.12,20.26,0.0155,0.3166,6.94,5e-04,371.21,0.6642,0.11,5.02,0.0083,790.4,98.314,0.005,0.004,0.5751,0,92.69,0.1491,0.005,0.13,0.011,7.33,0.005,0.005,0.0985,1.047,0.0131,5e-04,6.95,600,41.06,554.1,12
"KING","KING.RE.20180307",2018-03-07 15:25:00,4.92,23.082,0.016,0.2999,8.36,5e-04,296.45,0.8266,0.1346,4.6,0.009,774.7,73.201,0.005,0.007,0.9137,0,91.67,0.0909,0.014,0.1143,0.029,7.41,0.005,0.005,0.1116,1.267,0.0146,5e-04,8.411,0,46.93,548.1,0
"KING","KING.RE.20180328",2018-03-28 13:40:00,6.89,22.198,0.0166,0.3201,7.52,5e-04,412.11,6.285,1.172,0.95,0.0012,772.1,112.895,1.58,0.011,5.951,0.018,91.23,NA,0.012,1.265,0.055,7.48,0.005,0.005,0.0935,0.967,0.008,5e-04,4.79,1000,43.18,542.18,20
"KING","KING.RE.20180403",2018-04-03 16:05:00,6.91,21.9983,0.0152,0.3484,7.4453,5e-04,411.23,4.856,1.247,3.1035,0.0083,770,113.131,0.005,0.003,5.638,0.0091,92.19,0.1491,0.0051,0.8579,0.064,7.45,0.005,0.005,0.0999,0.9422,0.0141,5e-04,4.6861,700,43.5285,538,14
"KING","KING.RE.20180410",2018-04-10 17:00:00,6.94,22.0883,0.0125,0.3263,7.3135,5e-04,406.12,1.005,0.2272,5.4026,0.0032,764.1,113.273,0.005,0.0051,1.023,0.002,90.51,0.1449,0.1054,0.1976,0.064,7.43,0.005,0.005,0.0964,0.9216,0.0136,5e-04,4.7055,500,44.4318,535.7,10
"KING","KING.RE.20180416",2018-04-16 13:26:00,6.73,22.6431,0.0116,0.3247,7.7762,5e-04,394.29,0.8951,0.2091,4.8662,0.0085,751.8,108.334,0.005,0.0152,0.8947,0.0049,89.14,0.1536,0.0474,0.2035,0.032,7.65,0.005,0.005,0.1025,0.981,0.0148,5e-04,4.8337,300,45.7167,531.9,6
"KING","KING.RE.20180423",2018-04-23 14:20:00,7.56,22.0102,0.0144,0.3261,7.5649,0.0435,422.56,0.6346,0.2684,5.5714,0.0075,781.4,115.683,0.005,0.0217,0.9045,0.0127,91.75,0.1328,0.049,0.3471,0.065,7.55,0.005,0.005,0.0842,1.0117,0.0155,5e-04,4.8027,400,45.5586,552.1,8
"KING","KING.RE.20180507",2018-05-07 14:35:00,6.94,21.2247,0.012,0.304,7.2702,0.078,381.61,1.095,0.3335,2.808,0.015,655.2,112.917,0.005,5e-04,1.025,0.1468,88.46,0.0922,0.002,0.3406,0.036,7.24,0.005,1.5104,0.0969,0.9787,0.0207,5e-04,5.767,300,43.197,462.18,6
"KING","KING.RE.20180509",2018-05-09 14:11:00,6.02,22.1545,0.0153,0.3121,7.4548,0.0422,360.15,0.9348,0.4226,2.4715,0.009,653.4,103.073,0,0.0024,0.8369,0.027,91.84,0.042,0.0261,0.3481,0.023,7.34,0.005,1.6099,0.0685,0.8841,0.016,5e-04,5.515,300,45.4581,459.14,6
"KING","KING.RE.20180515",2018-05-15 14:34:00,6.847,21.0794,0.0155,0.3494,7.3499,0.0841,374.56,1.029,0.4505,2.4146,0.0133,649,107.375,0.005,5e-04,0.9895,0.0507,90.99,0.1436,0.004,0.2771,0.017,7.31,0.005,0.005,0.0404,1.0843,0.0184,5e-04,5.009,200,44.6775,455.95,4
"KING","KING.RE.20180521",2018-05-21 14:45:00,6.529,21.5156,0.0147,0.303,7.4619,0.0768,385.14,0.7359,0.3652,3.2542,0.0083,659.4,111.882,0.005,0.0165,0.842,0.08,91.24,0.1327,0.0867,0.363,0.021,7.38,0.005,1.1606,0.0887,0.9379,0.0129,5e-04,5.923,500,44.5917,462.58,10
"KING","KING.RE.20180606",2018-06-06 14:36:00,2.61,27.04,0.0146,0.3273,9.68,5e-04,153.24,0.9184,0.7557,0.954,3e-04,391.27,27.1454,0.005,5e-04,1.103,0.0114,91.07,0.1033,0.1582,0.0632,0.024,7.35,0.005,6.0502,0.0214,0.929,0.0032,5e-04,6.166,800,50.55,273.889,16
"KING","KING.RE.20180702",2018-07-02 17:46:00,3.17,27.72,0.0208,0.4766,8.71,5e-04,182.18,1.698,0.3217,20.0454,0.0332,485.64,35.52,0.005,5e-04,1.545,0.02,81.06,0.1212,0.145,0.2436,0.017,7.69,0.005,0.005,2e-04,0.875,0.0466,5e-04,11.86,1900,51.3,338.2,38
"KING","KING.RE.20180717",2018-07-17 14:05:00,2.89,23.7,0.0195,0.3926,6.18,5e-04,166.54,2.588,0.3136,3.6581,0.0668,391.51,32.326,0.005,0.011,2.345,0.0305,68.93,0.0839,0.204,0.1562,0.035,7.63,0.005,0.005,0.0018,1.158,0.0865,5e-04,6.353,2100,49.95,273.8,42
"KING","KING.RE.20180806",2018-08-06 15:25:00,3.01,23.15,0.0187,0.443,7.2384,0.014,176.0118,3.688,1.437,4.094,0.0303,433.6,38.6728,0.005,5e-04,3.981,0.0081,46.32,0.1334,0.012,0.1974,0.012,7.34,0.005,0.005,0.0126,1.463,0.044,5e-04,7.219,4900,63.78,304.52,98
"KING","KING.RE.20180808",2018-08-08 14:01:00,2.96,24.2,0.0207,0.3887,7.4982,5e-04,161.33,4.075,1.139,3.8948,0.0386,457.2,38.513,0.005,0.0116,3.445,0.0846,46.54,0.0994,0.117,0.3699,0.012,7.54,0.005,0.005,0.0211,0.786,0.0551,5e-04,6.663,2200,72.3,318.97,44
"KING","KING.RE.20180904",2018-09-04 13:51:00,2.93,24.56,0.028,0.2823,9.6463,5e-04,168.42,1.164,0.5579,1.4623,0.0185,372.41,28.888,0.005,0.0494,1.612,0.0043,81.79,0.0254,0.052,0.5865,0.037,7.46,0.005,0.642,0.4346,0.2,0.0306,5e-04,5.462,500,43.8,261.34,10
"KING","KING.RE.20181002",2018-10-02 14:33:00,2.95,26.27,0.0239,0.4723,9.1284,5e-04,173.21,1.05,0.6185,4.64,0.0554,440.12,30.6982,0.005,0.001,1.391,0.024,81.78,0.156,0.0067,0.1385,0.007,7.66,0.005,2.19,0.0597,1.365,0.0831,5e-04,6.966,600,47.55,310.61,12
"KING","KING.RE.20181031",2018-10-31 16:12:00,3.33,26.64,0.0523,0.2902,8.9808,5e-04,200.37,1.425,0.3784,5.6215,0.0207,451.61,39.2446,0.005,0.0415,1.088,0.0106,91.25,0.1156,0.062,0.4338,0,7.4,0.005,0.7641,0.3225,5e-04,0.0257,5e-04,5.904,400,46.8,317.52,8
"KING","KING.RE.20181106",2018-11-06 15:04:00,3.55,26.77,0.0511,0.2581,8.8271,5e-04,214.69,1.272,0.8312,6.76,0.0148,552.9,43.4479,0.005,0.0378,1.395,0,90.31,0.1044,0.042,0.5548,0,7.52,0.005,0.005,0.4232,5e-04,0.0206,0,5.907,200,44.43,388.64,4
"KING","KING.SS.20181204",2018-12-04 16:16:00,6.39,24.25,0.0526,0.3038,6.79,5e-04,372.15,1.683,0.2156,2.07,0.0279,712.38,97.351,0.005,0.044,1.637,0.0208,81.9,0.0662,0.0902,0.2332,0.16,7.93,0.005,0.67,0,0.763,0.0428,5e-04,4.694,100,44.76,502.43,2
"KING","KING.SS.20190102",2019-01-02 15:14:00,6.49,25.04,0.0511,0.4316,6.42,5e-04,366.24,1.111,0.15,1.48,0.0102,700.69,94.608,0.005,0.002,1.091,0,83.75,0.0951,0.085,0.1557,0,7.98,0.005,0.882,0,0.193,0.0197,5e-04,4.902,100,42.96,475.96,2
"KING","KING.SS.20190204",2019-02-04 15:40:00,2.91,29.71,0.0527,0.3099,10.1233,5e-04,165.21,1.371,0.1531,1.521,0.0092,421.28,26.0479,0.005,0.0106,1.251,0.0182,83.54,0.1221,0.0371,0.1149,0.314,7.52,0.005,2.8586,0,1.448,0.0168,5e-04,6.92,500,59.16,295.62,10
"KING","KING.SS.20190304",2019-03-04 16:35:00,6.98,21.04,0.0391,0.3377,5.8758,0.001,394.89,0.9479,0.1079,11.41,1.7816,751.15,110.46,0.005,5e-04,0.9968,0.0917,79.05,0,0.042,0.0686,0.027,7.98,0.005,0.04,0,0.842,2.5828,5e-04,4.305,500,35.46,421.73,10
"KING","KING.SS.20190312",2019-03-12 14:55:00,5.97,18.96,0.0386,0.3483,6.2075,5e-04,315.21,1.183,0.2424,6.1324,0.0087,609.47,85.7662,0.005,0.0181,1.552,0.0793,76.32,0.1351,0.138,0.1225,0.047,8.02,0.005,0.9988,0,0.853,0.0167,5e-04,4.469,300,33.75,425.67,6
"KING","KING.SS.20190327",2019-03-27 15:06:00,5.09,19.66,0,0.565,6.7322,0.001,299.61,1.339,0.1361,5.9788,0.0155,582.67,78.7732,0.005,0.026,1.231,0.1103,77.76,0.1097,0.067,0.1394,0.041,8.07,0.005,0.73,0,0.745,0.0216,5e-04,4.849,200,33.51,410.56,4
"KING","KING.SS.20190401",2019-04-01 15:55:00,4.82,19.1,0,0.3189,6.2757,5e-04,287.11,1.079,0.0943,1.6574,0.0143,545.69,72.813,0.005,0.0274,0.9921,0.0064,77.07,0.1014,0.126,0.0952,0.039,8.08,0.005,0.7131,0,0.658,0.0201,5e-04,4.494,100,31.92,382.52,2
"KING","KING.SS.20190408",2019-04-08 15:45:00,4.95,19.91,0,0.3454,7.1907,5e-04,293.82,1.138,0.1248,6.0026,0.0139,571.26,76.3728,0.005,5e-04,1.189,0.0634,76.58,0.1043,0.257,0.0958,0.035,8.11,0.005,0.9837,0,0.739,0.0214,5e-04,4.819,100,33.06,398.58,2
"KING","KING.SS.20190415",2019-04-15 13:42:00,3.75,21.01,0,0.3673,7.2551,5e-04,206.49,1.452,0.0982,12.99,0.0138,453.15,50.3491,0.005,0.0246,1.326,0.0358,79.33,0.0993,0.032,0.1324,0.031,8.01,0.005,0.9813,0,0.821,0.0199,5e-04,5.501,400,35.46,318.52,8
"KING","KING.SS.20190430",2019-04-30 14:35:00,3.68,21.28,0,0.3963,7.0859,5e-04,211.41,1.267,0.0815,5.7549,0.0145,447.86,48.7368,0.005,0.0149,1.404,0.028,77.59,0.1675,0.0811,0.0586,0.034,7.96,0.005,1.1645,0,0.933,0.0218,5e-04,5.391,100,36.84,314.6,2
"KING","KING.SS.20190506",2019-05-06 16:15:00,4.28,19.89,0,0.3369,6.9708,5e-04,242.26,1.498,0.1426,0.7345,0.0202,478.51,58.2002,0.33,0.0085,1.635,0.0184,75.93,0.0997,0.1496,0.0939,0.024,8.12,0.005,1.3354,0,0.902,0.032,5e-04,4.353,200,35.16,335.47,4
"KING","KING.SS.20190514",2019-05-14 15:25:00,4.83,17.02,0,0.316,6.141,5e-04,276.51,1.451,0.1634,0.52,0.0343,500.12,67.8689,0.005,0.008,1.804,0.0257,76.8,0.1251,0.1294,0.1734,0.035,8.11,0.005,0.005,0.0352,0.94,0.0445,5e-04,3.636,300,22.629,349.92,6
"KING","KING.SS.20190520",2019-05-20 14:33:00,5.91,17.15,0,0.3188,6.2422,5e-04,344.09,1.452,0.1818,4.0233,0.0185,619.69,91.5774,0.005,5e-04,1.498,0.1252,84.81,0.1061,0.0559,0.1621,0.044,8.11,0.005,0.9955,0.0512,0.856,0.0281,5e-04,3.559,400,18.7266,434.12,8
"KING","KING.SS.20190603",2019-06-03 17:08:00,5.92,17.33,0,0.3194,6.307,0.001,352.47,1.53,0.1739,3.7212,0.0148,635.27,94.212,0.005,0.009,1.628,0.0465,80.47,0.1446,0.4078,0.1917,0.037,8.1,0.005,1.0341,0,0.919,0.0223,5e-04,3.45,200,18.9211,443.28,4
"KING","KING.SS.20190605",2019-06-05 17:28:00,5.69,18.86,0,0.3046,6.0919,5e-04,335.41,1.373,0.1342,3.1935,0.016,613.28,87.2775,0.005,0.0038,1.233,0.0569,76.11,0.1349,0.1939,0.1368,0.034,7.99,0.005,1.1802,0,0.84,0.0284,0,3.78,200,23.394,430.28,4
"KING","KING.SS.20190610",2019-06-10 18:08:00,5.87,19.29,0,0.2936,6.1822,5e-04,346.91,1.245,0.2086,1.4472,0.016,638.19,91.0982,0.005,0.0091,1.825,0.0405,83.62,0.0531,0.3513,0.1765,0.033,7.52,0.005,1.5936,0,0.823,0.0214,5e-04,3.879,100,26.487,445.38,2
"KING","KING.SS.20190618",2019-06-18 14:20:00,5.18,19.62,0,0.2636,7.0983,5e-04,308.96,1.248,0.0813,3.2524,0.0177,587.45,80.0839,0.005,0.0135,1.324,0.0209,88.34,0.1377,0.0803,0.1198,0.035,7.71,0.005,1.4612,0.0369,1.059,0.0318,5e-04,4.609,100,31.74,412.56,2
"KING","KING.SS.20190702",2019-07-02 14:31:00,6.28,18.48,0,0.2674,7.0649,0.003,362.28,1.516,0.1351,3.1479,0.0235,674.12,99.3907,0.005,0.0086,1.085,0.0299,84.44,0.1291,0.0139,0.2398,0.035,7.5,0.005,1.932,0.0407,1.089,0.0364,5e-04,4.529,300,29.655,472.36,6
"KING","KING.SS.20190708",2019-07-08 14:57:00,5.89,20.05,0,0.2889,11.751,5e-04,310.27,1.189,0.1388,2.1047,0.024,588.79,79.4617,0.005,0.0184,1.06,0.0205,82.6,0.112,0.1616,0.1585,0.036,7.49,0.005,2.3046,0.037,1.104,0.0332,5e-04,4.775,200,28.608,413.29,4
"KING","KING.SS.20190716",2019-07-16 14:45:00,5.69,21.06,0,0.2607,12.4052,5e-04,340.18,1.248,0.1421,2.4984,0.0082,640.56,87.747,0.005,0.0185,1.222,0.07,87.87,0.1268,0.2459,0.1198,0.033,7.75,0.005,1.5839,0.0457,1.111,0.0163,5e-04,5.018,300,32.31,449.21,6
"KING","KING.SS.20190805",2019-08-05 14:48:00,6.73,20.78,2e-04,NA,11.66,5e-04,376.59,1.266,0.1021,1.89,0.0179,629.6,102.278,0.005,0.031,1.179,0.0553,94.07,NA,0.229,0.1185,0.032,7.41,0.005,2.18,0.0501,1.16,0.0238,5e-04,4.349,300,NA,441.3,6
"KING","KING.SS.20190807",2019-08-07 16:06:00,5.56,17.59,0,NA,10.64,0.012,327.85,2.349,0.2198,1.81,0.0636,547.8,88.723,0.005,0.036,2.401,0.0169,77.23,NA,0.125,0.2485,0,7.78,0.005,1.63,0.1636,1.412,0.0908,0.049,3.318,600,NA,9.5,12
"WALK","WALK.SS.20170104",2017-01-04 15:30:00,2.31,9.65,0.011,0.78,3.8488,0,104.12,0.8958,0.133,1.04,0.01,175.4,18.96,0,0.001,0.8811,0.038,18.03,0.1489,0.002,0.1424,0.031,7.8,0.005,5e-04,0.032,0.63,0.0167,0,0.51,0,3.22,121.74,0
"WALK","WALK.SS.20170124",2017-01-24 14:45:00,1.255,6.7684,0.001,0.622,3.8172,9e-04,72.35,0.8848,0.0632,0,0,129.6,13.113,5e-04,0.001,0.7564,0.042,13.83,0.1589,0.004,0.0692,0.027,7.73,0.005,0.105,0.029,0.5801,0,0.3767,0.4428,0,2.195,91.24,0
"WALK","WALK.SS.20170130",2017-01-30 14:45:00,1.584,9.3566,0.04,0.2847,3.8519,5e-04,91.42,0.7417,0.1039,4.1938,0.0083,173.5,17.6997,5e-04,0.001,1.067,0.059,19.22,0.0876,0.006,0.0683,0.033,7.84,0.005,0.089,0.024,0.6298,0.0133,5e-04,0.4639,0,2.97,122.12,0
"WALK","WALK.SS.20170306",2017-03-06 17:00:00,1.365,NA,NA,0.3799,NA,NA,77.62,NA,0.0898,NA,0.0061,142.22,NA,NA,NA,NA,NA,NA,0.0953,NA,0.0797,NA,7.79,0.005,NA,0.004,NA,0.0128,NA,NA,100,NA,NA,NA
"WALK","WALK.SS.20170502",2017-05-02 14:30:00,1.681,8.7742,0.005,0.3519,3.8306,5e-04,96.455,0.7007,0.0389,0.7753,0.0128,168.14,18.2,0.005,0.004,0.8121,0.064,18.65,0.1242,0.005,0.1557,0.017,7.92,0,0.005,0.021,0.5702,0.0168,0.0011,0.4597,0,2.5446,118.54,0
"WALK","WALK.SS.20170530",2017-05-30 12:45:00,2.75,14.985,0.006,0.3731,4.36,5e-04,166.42,0.406,0.1035,1,0.0281,285.9,30.245,0.005,0.022,0.4053,0.075,30.58,0.1277,0.027,0.0848,0.001,8.06,0,0.005,0.054,0.883,0.033,5e-04,0.778,100,2.17,199.4,4
"WALK","WALK.SS.20170620",2017-06-20 13:00:00,2.92,15.572,0,0.455,4.1947,5e-04,171.68,0.5244,0.0957,1.0136,0.0015,291.1,30.763,0.005,5e-04,0.5821,0.086,32.37,0.0794,0.004,0.0968,0.026,8.14,0,0.005,0.051,0.7311,0.0105,5e-04,0.3663,200,1.8886,204.8,2
"WALK","WALK.SS.20170822",2017-08-22 14:30:00,2.41,12.925,0.0805,0.7688,3.5967,5e-04,145.57,0.5154,0.1011,0.8663,0.0104,236.9,25.625,0.005,0.002,0.5188,0.0347,32.53,0.0281,0.0264,0.0044,0.027,8.29,0,0.005,0.0744,0.6035,0.0134,5e-04,0.2899,400,1.9767,166.4,5
"WALK","WALK.SS.20170906",2017-09-06 13:45:00,3.429,15.872,0.0685,0.4862,1.4498,5e-04,195.17,1.183,0.0251,0.8542,0.0158,327.4,37.526,0.005,0.0032,0.9949,0.0137,29.99,0.0897,0.024,0.0538,0.024,8.13,0,0.005,0.09,0.9743,0.0216,0.0041,0.5997,200,2.4556,230.1,4
"WALK","WALK.SS.20170918",2017-09-18 13:53:00,NA,NA,NA,0.3797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WALK","WALK.SS.20171114",2017-11-14 17:49:00,2.69,13.779,0.0249,0.3102,0.23,5e-04,152.68,0.6323,0,2.32,0.0122,263.4,27.871,0.005,0.01,0.6344,0.1084,30.65,0.0652,0.012,0,0.01,7.82,0.005,0.005,0.0244,0.241,0.0162,5e-04,0.6704,100,3.98,183.3,2
"WALK","WALK.SS.20171120",2017-11-20 15:34:00,2.91,15.083,0.0154,0.5185,0.23,5e-04,173.69,0.6595,0,0.72,0.0107,286.7,31.278,0.005,0.02,0.6729,0,33.4,0.0481,0.029,0,0.004,7.83,0.005,0.48,0.0216,0.243,0.017,5e-04,0.6884,100,0,201.9,2
"WALK","WALK.SS.20171211",2017-12-11 14:07:00,2.564,13.827,0.0082,0.3644,0.23,5e-04,141.25,0.5989,0,6.2,0.006,236,28.789,0.005,0.025,0.5492,0.0934,29.24,0.0989,0.031,0,0.008,7.95,0.005,1.89,0.0179,0.125,0.0119,5e-04,0.6311,200,2.72,185.7,4
"WALK","WALK.SS.20171218",2017-12-18 15:30:00,3.895,15.014,0.0106,0.3079,0.214,5e-04,134.56,0.3277,0.0401,8.46,0.0386,264.6,30.792,0.005,0.026,0.3978,0.1174,32.94,0.0661,0.027,0,0.01,7.9,0.005,0.67,0.015,0.761,0.04,5e-04,0.771,100,10.01,201.1,2
"WALK","WALK.SS.20180205",2018-02-05 14:00:00,1.17,6.463,0.0118,0.3932,3.75,5e-04,71.31,0.8894,0.0856,0.63,0.0099,133.8,13.75,0.005,0.006,1.071,0.0777,13.99,0.1053,0.008,0.0739,0.06,7.36,0.005,0.26,0.0426,0.532,0.018,0.002,1.027,100,4.04,93.9,2
"WALK","WALK.SS.20180220",2018-02-20 14:00:00,1.04,5.874,0.011,0.3258,3.61,5e-04,57.83,0.468,0.0494,5.72,0.0039,131.9,12.764,0.005,0.002,0.5114,0.1105,14.09,0.0119,0.004,0.0281,0.055,7.62,0.005,0.005,0.0248,0.397,0.0071,5e-04,0.713,0,3.04,93.7,0
"WALK","WALK.SS.20180306",2018-03-06 15:15:00,1.15,7.08,0.0157,0.2833,4.05,5e-04,68.45,0.4978,0,9.32,0.009,147.5,16.067,0.005,0.007,0.4158,0.0023,16.4,0.0955,0.008,0,0.006,7.23,0.005,0.005,0.0181,0.507,0.0119,0.005,0.778,0,2.9,104.5,0
"WALK","WALK.SS.20180402",2018-04-02 14:15:00,1.33,7.219,0.015,NA,3.7072,5e-04,73.25,5.683,1.193,6.92,0.0066,152.8,16.5907,0.005,5e-04,6.022,0,17.57,NA,0.0477,0.8579,0.062,7.56,0.005,0.005,0.0502,0.404,0.0119,5e-04,0.215,100,2.5168,107.2,2
"WALK","WALK.SS.20180416",2018-04-16 12:45:00,0.92,5.6,0.0116,0.4135,3.6661,5e-04,52.37,0.9731,0.1346,7.6909,0.0223,121.2,13.5291,0.005,0.0036,0.8748,0.0278,14.48,0.073,0.1828,0.1364,0.03,7.34,0.005,0.489,0.0261,0.3649,0.0311,0.0423,0.101,200,2.9991,85.6,4
"WALK","WALK.SS.20180423",2018-04-23 15:15:00,1.82,11.29,0.0145,0.3022,5.09,5e-04,109.12,0.8896,0.2898,2.2015,0.0155,188.8,18.751,5e-04,5e-04,0.7722,0.0206,22.23,0.0848,0.0279,0.2695,0.063,7.7,0.005,0.241,0.0281,0.431,0.0274,5e-04,0.632,0,2.715,133.7,0
"WALK","WALK.SS.20180501",2018-05-01 13:29:00,2.014,9.1088,0.0146,0.3052,3.6429,5e-04,99.37,0.8359,0.2684,3.0859,0.001,161.6,20.3459,0.005,0.0055,0.5185,0.0277,21.81,0.088,0.0263,0.2722,0.019,8.05,0.005,0.005,0.0139,0.4483,0.0111,5e-04,5e-04,0,2.6715,114.28,0
"WALK","WALK.SS.20180507",2018-05-07 13:25:00,2.87,11.1824,0.0148,0.321,3.7825,5e-04,122.35,1.165,0.5792,4.2496,0.0083,193.8,25.2077,0.005,5e-04,3.075,0.1158,26.27,0.0878,0.0146,0.3915,0.016,7.81,0.005,0.0775,0.0266,0.4904,0.0156,5e-04,0.084,200,2.2484,136.57,4
"WALK","WALK.SS.20180529",2018-05-29 12:45:00,NA,13.9454,0.0138,2.0135,12.8692,0.0433,452.72,0.4816,NA,5.2612,0,NA,87.6124,0.005,0.0158,NA,0,32.98,0.1709,NA,0.0592,0.022,NA,0.005,1.2027,0.0586,2.7336,0.0145,5e-04,0.92,NA,28.9043,827.41,NA
"WALK","WALK.SS.20180619",2018-06-19 13:00:00,3.48,20.05,0.0293,0.6726,5.4229,5e-04,204.58,21.6,0.0705,0.0814,5e-04,337.45,33.0511,0.005,0.1199,0.6567,0.1054,34.21,0.0519,0.0619,0.1162,0.013,8.14,0.005,0.005,0.0738,0.599,0.0039,5e-04,0.652,200,0.005,236.215,4
