"uid","recorduid","domainID","siteID","namedLocation","collectedBy","startDate","collectDate","streamStage","streamStageUnits","handheldDeviceID","velocitySensorID","filterParamTime","stationEntryTest","flowCalculation","waterEdge","totalDischarge","totalDischargeUnits","samplingProtocolVersion","averageVelocityUnits","waterDepthUnits","tapeDistanceUnits","flowCalcQF","dischargeUnitsQF","streamStageUnitsQF","averageVelocityUnitsQF","waterDepthUnitsQF","tapeDistanceUnitsQF","lowVelocityFinalQF","dataQF"
"36e23b6f-1ec3-4d9c-8a5d-6198556c5530","608bac5e-6b79-47f0-9e27-47db340923ee","D11","PRIN","PRIN.AOS.discharge","SNZ","2017-12-13T19:46Z","2017-12-13T19:46Z",0.28,"meter",336963,153560337775,30,"Non-fixed","Mid-section","Right edge water",7.09,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,81,NA
"4830f83f-7d78-46e1-9166-701ce89ede11","439bd922-39c9-4304-9e24-1aca2b32d132","D11","PRIN","PRIN.AOS.discharge","SNZ","2017-12-13T20:00Z","2017-12-13T20:00Z",0.28,"meter",336963,153560337775,30,"Non-fixed","Mid-section","Right edge water",0,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"b5cc8f3e-decc-4d48-92d1-a5bdf55a1078","c309d088-cefe-4a25-9cc5-1b1685111d0e","D11","PRIN","PRIN.AOS.discharge","LEH","2018-01-08T06:09Z","2018-01-08T06:09Z",0.25,"meter",336963,153560337775,30,"Non-fixed","Mid-section","Right edge water",0,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"dd097b6a-a56b-4b8f-b22b-c99675afbef8","cb0b160c-9eaa-4800-abb9-f3aafea8e8c4","D11","PRIN","PRIN.AOS.discharge","LEH","2018-01-22T19:00Z","2018-01-22T19:00Z",0.24,"meter",336963,153560337775,30,"Non-fixed","Mid-section","Right edge water",10.64,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,75,NA
"60c521ab-218f-4523-962b-83d5a7c906f9","4c4eae81-1060-4fa2-a09c-9931f5544bb9","D11","PRIN","PRIN.AOS.discharge","RAW","2018-02-06T17:55Z","2018-02-06T17:55Z",0.24,"meter",336963,153560337775,30,"Non-fixed","Mid-section","Right edge water",-0.91,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,87,NA
"18a462b9-a82f-416c-a2da-fde5821709ef","090fb579-bef8-462d-8332-09e93f1a6bb7","D11","PRIN","PRIN.AOS.discharge","KJ","2018-02-19T17:45Z","2018-02-19T17:45Z",0.25,"meter",336963,153560337775,30,"Non-fixed","Mid-section","Right edge water",22.55,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,37,NA
"9169df84-b2e9-4fe3-9684-e8d8ffb2f1d3","47fefafa-95a4-447a-862e-a81e191ef03d","D11","PRIN","PRIN.AOS.discharge","CWB","2018-03-05T06:16Z","2018-03-05T06:16Z",0,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",98.38,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,13,NA
"135cf827-4dd3-471c-abfe-ad528d51a632","c9d07cc3-9456-4f3b-aebb-909563f31fc7","D11","PRIN","PRIN.AOS.discharge","LEH","2018-04-03T15:20Z","2018-04-03T15:20Z",0.62,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",36.17,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,52,NA
"d90e4c16-dbec-499b-aa49-1d1a3b9521f4","656aab5f-f776-4f22-968b-5076df9a5289","D11","PRIN","PRIN.AOS.discharge","KJ","2018-04-25T14:50Z","2018-04-25T14:50Z",0.62,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",27.86,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,76,NA
"1529ce35-2eac-4de3-8567-f18f99988d39","7e83362d-e9a0-4aa8-90d6-5d81fb3331ec","D11","PRIN","PRIN.AOS.discharge","NF","2018-05-16T16:24Z","2018-05-16T16:24Z",0.56,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",19.67,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,83,NA
"903a890e-6fa2-436c-a9e1-91c42200efd9","b5197575-2ac0-47e1-b0fb-d131add0d010","D11","PRIN","PRIN.AOS.discharge","NF","2018-05-23T15:31Z","2018-05-23T15:31Z",0.58,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",16.95,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,88,NA
"4b0ef34d-368d-4ce7-9b0d-cf23eff42c8f","c3bea938-d1eb-4aa0-8e6b-89eb1fe07e37","D11","PRIN","PRIN.AOS.discharge","NF","2018-05-30T14:44Z","2018-05-30T14:44Z",0.55,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",12.03,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,79,NA
"bdacff58-14ff-437f-89c1-d9ceb4db2d20","21f41df1-639c-460a-a36f-b9408a1a5ca3","D11","PRIN","PRIN.AOS.discharge","KJ","2018-06-05T15:44Z","2018-06-05T15:44Z",0.55,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",1.05,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,75,NA
"91f4c36e-dd9e-4f83-a6cb-cd638261ecdd","5ecf5ab2-850b-4487-af0a-afbac9457fa1","D11","PRIN","PRIN.AOS.discharge","NF","2018-06-06T16:38Z","2018-06-06T16:38Z",0.54,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-1.15,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,74,NA
"40af1ea3-04b0-43f9-861d-e5e5286fae4b","f5d83b09-a69b-4c40-b153-fb9af19b8067","D11","PRIN","PRIN.AOS.discharge","CWB","2018-07-30T20:43Z","2018-07-30T20:43Z",0.11,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-5.06,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,91,NA
"4b40e1b2-7824-4837-a4fc-bd757478af06","88227a29-c81b-4ec1-abcd-fbe7423b537b","D11","PRIN","PRIN.AOS.discharge","NAF","2018-08-02T15:19Z","2018-08-02T15:19Z",0.08,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-0.36,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,52,NA
"7b9b7795-68db-4efc-a7c8-073e694d8984","c0f44789-e9bd-4d58-82e4-593544ae205f","D11","PRIN","PRIN.AOS.discharge","NAF","2018-08-07T05:13Z","2018-08-07T05:13Z",0.03,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-1.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,68,NA
"110d3351-98a3-40f1-81a3-c714e10d9bb9","7ba7d70e-5a64-48a4-92dd-0d933244de26","D11","PRIN","PRIN.AOS.discharge","CWB","2018-09-27T18:17Z","2018-09-27T18:17Z",0.58,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-30.13,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,70,NA
"6ecd50b9-88a7-4643-bf77-04561ba40a24","3da7e6fa-68da-4ab2-add8-a29d634317f1","D11","PRIN","PRIN.AOS.discharge","CWB","2018-10-02T15:14Z","2018-10-02T15:14Z",0.58,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-1.73,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,68,NA
"64404a8b-5b6e-4797-8089-1906a8e2f70e","857d398a-8db6-42ed-82e1-775553e63539","D11","PRIN","PRIN.AOS.discharge","NF","2018-10-04T18:40Z","2018-10-04T18:40Z",0.58,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",12.64,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,91,NA
"594d8783-6b43-4e05-987e-98d9b6636622","fb46375b-eb85-4456-aff8-3adf3a2b7e54","D11","PRIN","PRIN.AOS.discharge","CWB","2018-11-02T16:03Z","2018-11-02T16:03Z",0.64,"meter",132621001706,132640300434,40,"Non-fixed","Mid-section","Right edge water",78.61,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,8,NA
"a92abf73-d9fb-44c6-b146-e71119324497","31674714-4ea5-45a6-8d82-037dd62ad465","D11","PRIN","PRIN.AOS.discharge","KMJ","2018-11-27T16:31Z","2018-11-27T16:31Z",0.6,"meter",132621001706,132640300434,40,"Non-fixed","Mid-section","Right edge water",23.71,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,26,NA
"503e4e02-2206-45b9-8ac0-599825c8775a","f38cdb58-b2cf-4e01-aaf7-0fb44ca39bbc","D11","PRIN","PRIN.AOS.discharge","NF","2018-12-04T06:20Z","2018-12-04T06:20Z",0.6,"meter",132621001706,132640300434,40,"Non-fixed","Mid-section","Right edge water",17.05,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,30,NA
"33a2e794-8b63-461e-af72-b58e3e0eb3c1","077abaf2-1d52-4505-8d6d-ac99835e7709","D11","PRIN","PRIN.AOS.discharge","KMJ","2018-12-10T20:14Z","2018-12-10T20:14Z",0.61,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",37.22,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,10,NA
"4f44a4b9-da40-4c02-8256-c9e87affbc03","87f8d953-da19-4b2d-8af5-ef4f60b8eb2b","D11","PRIN","PRIN.AOS.discharge","CWB","2019-01-08T16:07Z","2019-01-08T16:07Z",0.61,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",44.29,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,10,NA
"d855b949-2688-4e81-a73c-a52bcd487860","3695bd6b-38a2-4654-b62d-f31c60054769","D11","PRIN","PRIN.AOS.discharge","CWB","2019-01-23T21:06Z","2019-01-23T21:06Z",0.61,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",37.33,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,22,NA
"f2779601-0da5-4136-bf85-9555a8a1950d","4cea60ec-6500-448b-9ca2-d141a69bbe5d","D11","PRIN","PRIN.AOS.discharge","KMJ","2019-02-05T17:36Z","2019-02-05T17:36Z",0.61,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",36.85,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,26,NA
"541d7919-1ac2-426c-9ca3-22478fcbad3b","e3b8a0b6-9b02-4502-960b-4372eba51646","D11","PRIN","PRIN.AOS.discharge","CWB","2019-03-06T19:49Z","2019-03-06T19:49Z",0.61,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",36.12,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,19,NA
"4d3478a6-d0a3-4f5c-b34e-eff99927120b","01898b6b-d5c5-4761-bbcb-5d4d2aa67f4f","D11","PRIN","PRIN.AOS.discharge","KMJ","2019-03-26T14:28Z","2019-03-26T14:28Z",0.62,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",39.16,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,9,NA
"4a6ba1c0-d5bf-4546-9b05-7aa2dd534d7e","2be09a06-da76-4ee3-95ff-c86c4d49999f","D11","PRIN","PRIN.AOS.discharge","NAF","2019-04-02T15:26Z","2019-04-02T15:26Z",0.62,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",36.8,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"ec71223c-f56d-4477-aefb-b475e1251014","5d5c30b4-0338-49a7-b022-7a6febe39fd3","D11","PRIN","PRIN.AOS.discharge","NAF","2019-04-17T15:02Z","2019-04-17T15:02Z",0.62,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",55.14,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,8,NA
"3ecc0522-7941-4912-bbd1-fadbff92f505","bf43e273-1fda-4822-bb6f-30f3456c45a1","D11","PRIN","PRIN.AOS.discharge","NAF","2019-04-23T14:57Z","2019-04-23T14:57Z",0.61,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",58.28,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"245b0689-1060-4d0c-94bb-ca60b7722960","03c400f4-f7d6-434a-b681-f61c290ef41e","D11","PRIN","PRIN.AOS.discharge","KMJ","2019-05-10T15:09Z","2019-05-10T15:09Z",NA,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",201.5,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"603f87c2-8065-4558-8cbe-50010e9de11d","da50e6fd-930b-43de-8b23-3b41beaeaec9","D11","PRIN","PRIN.AOS.discharge","KMJ","2019-07-10T14:10Z","2019-07-10T14:10Z",0.57,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",25.65,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,25,NA
"d621b3e9-4b1b-442c-9601-fe4affcd1b90","c9775c51-b516-43e9-ad0b-ad55000c3920","D11","PRIN","PRIN.AOS.discharge","NAF","2019-07-30T14:08Z","2019-07-30T14:08Z",0.54,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",7.11,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,86,NA
"422b70ff-8f5e-49ba-b34b-d67342710713","37cf4ee2-8a32-497e-8a1a-5c9605385571","D11","PRIN","PRIN.AOS.discharge","CWB","2019-08-01T16:48Z","2019-08-01T16:48Z",0.53,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",0.38,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,86,NA
"d9bc7284-8eb8-4ac4-bcaa-a20cab8a13e2","cba04f50-08d4-43dd-b8a5-efab83312776","D11","PRIN","PRIN.AOS.discharge","NAF","2019-08-06T15:52Z","2019-08-06T15:52Z",0.53,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",9.78,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,78,NA
"175fd30c-094e-42c7-8ef5-e6a17c81fdce","13dc0fa9-f956-4fc8-9eae-0390566aa4e4","D11","PRIN","PRIN.AOS.discharge","NAF","2019-08-27T19:20Z","2019-08-27T19:20Z",0.54,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",-0.29,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,87,NA
"806d4098-28d3-41c3-a095-90c4d7632307","21923b91-ce16-415c-9959-577fdcf0ed5c","D11","PRIN","PRIN.AOS.discharge","AQH","2019-09-03T15:23Z","2019-09-03T15:23Z",0.53,"meter",336963,153560337775,40,"Non-fixed","Mid-section","Right edge water",6.63,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,74,NA
"f238def4-dae1-4cbf-90c2-8290a4b314f7","6a4de4fc-2698-4107-b7f4-cf29e9e0dd3a","D12","BLDE","BLDE.AOS.discharge","ARS","2018-04-17T17:04Z","2018-04-17T17:04Z",0.47,"meter",337063,161300337875,10,"Non-fixed","Mid-section","Right edge water",197.4,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"b55132b5-20b4-4352-9096-c7e7fcd6ea4f","75642815-b1d4-4e11-abf7-eddcc358a876","D12","BLDE","BLDE.AOS.discharge","AS","2018-05-01T06:41Z","2018-05-01T06:41Z",0.5,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",463.8,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,15,NA
"0c97b4b3-ab7b-4000-b5f8-4885cae5bdcd","7989e10e-c246-41bc-84d0-bd53d7eb1d48","D12","BLDE","BLDE.AOS.discharge","B_SMALLEN","2018-05-08T16:30Z","2018-05-08T16:30Z",0.7,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",1.63,"cubicMetersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,1,0,0,0,0,4,NA
"d1d3b61c-4ce1-4732-af84-3b9a5eadcccf","06a9701a-af7d-4ae9-8a68-23ea5ce7eaf2","D12","BLDE","BLDE.AOS.discharge","AS","2018-05-09T17:23Z","2018-05-09T17:23Z",0.73,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",1821,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"43d6be50-ff24-4cd7-a629-d523a87c848b","2cb500fb-d525-4456-8f88-20f1d7f4a4bb","D12","BLDE","BLDE.AOS.discharge","AS","2018-05-22T17:19Z","2018-05-22T17:19Z",0.7,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",4608,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"7fae065b-f1f7-417e-9065-72d560501ecb","5f0966c4-cec7-4ed0-a868-e4857760d044","D12","BLDE","BLDE.AOS.discharge","AB","2018-06-04T06:25Z","2018-06-04T06:25Z",0.64,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",1336,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,6,NA
"86ce8837-453b-4d3b-b8d6-1c754fb2d10d","b84cdedf-7988-4313-98cb-5ec534707df4","D12","BLDE","BLDE.AOS.discharge","ARS","2018-06-12T17:51Z","2018-06-12T17:51Z",0.57,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",865.7,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,8,NA
"a08bc4c7-ba1a-4745-8531-213355ad0482","b373c7df-3813-4be5-8db8-1223db49d448","D12","BLDE","BLDE.AOS.discharge","WD","2018-06-26T16:57Z","2018-06-26T16:57Z",0.53,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",723.8,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"e39e42a2-6360-48e3-b589-e30952acf755","9e05b2c6-f30c-4a32-b5a4-e23e04802689","D12","BLDE","BLDE.AOS.discharge","AS","2018-07-03T16:26Z","2018-07-03T16:26Z",0.5,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",500.9,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"ad78d816-2e52-4152-a8ee-4c90b65d8cf6","797d0a66-2e71-4dd1-9e93-5ac52e1530e6","D12","BLDE","BLDE.AOS.discharge","B_SMALLEN","2018-07-17T16:50Z","2018-07-17T16:50Z",0.43,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",245,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"863ff06f-2f2d-41db-852f-81d3e6de9434","d855366b-372f-4101-a3d8-bfbe807dd433","D12","BLDE","BLDE.AOS.discharge","AS","2018-08-07T17:25Z","2018-08-07T17:25Z",0.38,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",134.5,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"038ec28d-20bf-474a-a47f-c230a0f7d812","1202a79c-ff28-4c71-b615-78567799d8a3","D12","BLDE","BLDE.AOS.discharge","AS","2018-08-15T16:13Z","2018-08-15T16:13Z",0.37,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",92.12,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"520d67e0-2bb8-49a1-85a6-b7b1e02b9ed6","bdc76796-1494-4a0a-bb3e-efa8d51b29b7","D12","BLDE","BLDE.AOS.discharge","AS","2018-08-29T16:22Z","2018-08-29T16:22Z",0.37,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",102.1,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"54b59140-f79a-4d71-b6e6-f8a60d6e6ea8","3dc70109-ce2a-4dff-8679-d1106bf0ef41","D12","BLDE","BLDE.AOS.discharge","B_SM","2018-09-25T16:25Z","2018-09-25T16:25Z",0.35,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",65.96,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"9db1b9b5-b192-4bcc-9e1f-bf2ebf6973f5","48a2d709-3418-4e36-aec3-807a8b09e9ef","D12","BLDE","BLDE.AOS.discharge","AS","2018-10-11T16:20Z","2018-10-11T16:20Z",0.36,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",75.61,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"de411050-51ab-47e4-ae4b-8387961167b0","dc1d8e95-cee6-42c9-ba7f-d137cd75a417","D12","BLDE","BLDE.AOS.discharge","AS","2018-10-25T06:24Z","2018-10-25T06:24Z",0.35,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",69.54,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,5,NA
"e82438c2-03d7-47a8-a2a1-da42e0bc9112","8afd9de8-e50a-44b2-99d1-a576e71c5e2d","D12","BLDE","BLDE.AOS.discharge","AS","2018-11-06T18:28Z","2018-11-06T18:28Z",0.36,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",57.58,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,5,NA
"c3bfa246-17e2-48fa-8f44-523c7a43f253","1779dd35-82a1-4157-ba00-28ca0f73de62","D12","BLDE","BLDE.AOS.discharge","AS","2019-04-17T15:57Z","2019-04-17T15:57Z",0.39,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",118.6,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"49a67cfe-c9b0-4d70-afdf-a77985c7a5ab","cd470d0a-28ca-473a-a40b-17a51d0582c2","D12","BLDE","BLDE.AOS.discharge","AS","2019-04-23T17:26Z","2019-04-23T17:26Z",0.49,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",373.5,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"2cc5913c-80fd-4243-9cc5-f53425b6ac8e","5f546be7-3483-47e3-ad37-c9fa82465757","D12","BLDE","BLDE.AOS.discharge","AS","2019-05-02T15:53Z","2019-05-02T15:53Z",0.4,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",159.3,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"1e7f28b9-72c8-4f2b-9e39-49abe4833cb2","333281ad-be1a-4a1b-a929-2230b770fdf2","D12","BLDE","BLDE.AOS.discharge","AG","2019-05-07T15:01Z","2019-05-07T15:01Z",0.49,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",421.9,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"1ad116a6-c772-4285-9357-a708061032c2","9631253b-1298-4ced-8fe6-b296d19fbd7b","D12","BLDE","BLDE.AOS.discharge","AS","2019-05-09T16:39Z","2019-05-09T16:39Z",0.45,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",295.6,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"65e765ae-0a8e-4641-b26e-9f444ae0a91d","cf84f72c-b380-4c6b-832b-ed1e8424c2d1","D12","BLDE","BLDE.AOS.discharge","AS","2019-05-13T16:21Z","2019-05-13T16:21Z",0.52,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",596.5,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"330a228b-fa97-40a3-901f-313613c35cf9","8e69c8b9-220d-4f5c-af12-56dfd8e74c89","D12","BLDE","BLDE.AOS.discharge","AS","2019-05-20T17:53Z","2019-05-20T17:53Z",0.54,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",1047,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"2f120cc5-ad34-425b-9fdb-230409c7a4dc","db8caf09-f580-445d-ba7c-8b33af6b447f","D12","BLDE","BLDE.AOS.discharge","B_SMALLEN","2019-05-28T16:47Z","2019-05-28T16:47Z",0.57,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",833.6,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,5,NA
"ec328857-08f5-4967-a055-788df7b15aa3","2b18095d-ca82-4fe7-9d36-77bbf78c6486","D12","BLDE","BLDE.AOS.discharge","AS","2019-06-03T17:38Z","2019-06-03T17:38Z",0.63,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",1105,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,4,NA
"ba3cc6f8-8fc7-4ef1-8c3a-8c442967edc5","3c203554-0158-4793-b151-d54df707fb8e","D12","BLDE","BLDE.AOS.discharge","AS","2019-06-06T16:26Z","2019-06-06T16:26Z",0.64,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",3821,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,8,NA
"6c01c4ee-c008-477c-908f-130703e0fa08","ba66e4c4-f37d-408a-abd4-62fd9c58cddc","D12","BLDE","BLDE.AOS.discharge","AS","2019-06-10T16:26Z","2019-06-10T16:26Z",0.59,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",872.4,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,8,NA
"841a25b6-17fb-4681-88ef-6bc96731f2f6","4aa0c001-8b9b-446f-b7ac-0ea8a10ac5df","D12","BLDE","BLDE.AOS.discharge","AS","2019-06-13T16:03Z","2019-06-13T16:03Z",0.66,"meter",337063,161300337875,40,"Non-fixed","Mid-section","Right edge water",1332,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,8,NA
