"siteID","sampleID","collectDate","DIC","HCO3","Si","SO4","pH","TPN","Cl","CO3","NO2_N","TPC","UV_Absorbance_280_nm","Fe","DOC","Mn","TSS","TSS_Dry.Mass","K","Ca","TP","F","TOC","TDP","TDS","Mg","ANC","NO3_NO2_N","OrthoP","NH4_N","UV_Absorbance_250_nm","TDN","conductivity","Na","TN","Br","specificConductance"
"ARIK","ARIK.SS.20180820","8/20/18 16:50",79.67,295.63,28.0355,36.21,7.81,0.1158,12.8811,0.005,0.0213,0.6252,0.1312,5e-04,5.672,5e-04,8,400,10.45,42.4446,0.1221,0.005,5.771,0.0154,437.89,26.48,4.94,0.0034,0.018,0.0123,0.1924,0.3754,623.9,30.91,0.4361,0.005,NA
"ARIK","ARIK.SS.20180904","9/4/18 17:15",80.46,271.43,26.018,10.968,8.05,0.1055,10.5586,0.005,0.0235,0.3968,0.1163,5e-04,5.291,5e-04,14,700,11.56,28.4702,0.01,2.6541,5.039,0.0079,365.12,25.39,4.72,0.0182,0.017,0.0075,0.1681,0.349,521.41,29.33,0.5408,0.005,NA
"ARIK","ARIK.SS.20181002","10/2/18 15:24",83.4,262.51,33.2279,53.4,7.52,0.2186,12.04,0.005,0.0231,1.2917,0.0845,5e-04,3.54,5e-04,72,3600,12.61,26.4755,0.0893,2.28,12.52,5e-04,477.63,29.19,4.36,0.0239,0.046,0.0655,0.1253,0.3246,680.9,41.2,1.551,0.005,NA
"ARIK","ARIK.SS.20181106","11/6/18 16:25",80.56,71.59,14.4831,12.819,8.05,0.1599,9.7435,0.005,0.0513,0.2917,0.1253,0.0243,5.656,5e-04,0,0,5e-04,15.3713,0.0307,2.258,5.498,0.0065,131.27,2.121,1.28,0,0,0,0.1812,0.4119,186.45,20.85,0.4236,0.005,NA
"ARIK","ARIK.SS.20181204","12/4/18 16:14",72.23,356.27,23.73,6.04,8.08,0.1534,8.5,0.005,0.0531,0.3072,0.091,0.015,4.039,0.011,0,0,7.964,63.817,0.02,2.1672,4.103,0.005,441.2,22.92,5.97,0,0.311,0.005,0.1335,0.0688,633.21,23.37,0.0926,0.005,NA
"ARIK","ARIK.SS.20181219","12/19/18 16:15",70.83,351.53,22.48,6.11,8.07,0.1106,5.17,0.005,0.0516,0.3027,0.0678,0.011,3.749,0.012,0,0,7.046,61.469,0.2226,0.4233,4.028,0.007,420.18,21.84,5.82,0,0,0,0.1032,0.1883,605.41,21.65,0.2856,0.005,NA
"ARIK","ARIK.SS.20190103","1/3/19 16:00",77.12,338.18,24.73,6.87,7.83,0.1741,5.13,0.005,0.0519,0.2969,0.0723,0.009,3.448,0.049,2,100,7.571,65.732,0.2685,11.37,3.462,0.004,448.37,23.27,6.02,0,0,0.1304,0.1052,0.2532,645.17,23.04,0.3005,0.005,NA
"ARIK","ARIK.SS.20190121","1/21/19 18:57",65.69,264.23,33.52,9.5,8.06,0.079,4.74,0.005,0.0532,0.3307,0.0765,5e-04,3.379,5e-04,2,100,11.3,20.883,0.027,1.58,3.288,0.006,330.85,24.77,4.96,0,0.236,0.0161,0.1105,0.2814,470.21,30.93,0.2492,0.005,NA
"ARIK","ARIK.SS.20190205","2/5/19 18:04",67.7,265.42,34.6604,10.077,8.13,0.1073,3.9942,0.005,0.0578,0.3206,0.0731,5e-04,3.422,5e-04,4,200,11.79,21.2961,0.0249,3.2475,3.747,0.0043,339.47,25.51,4.85,0,0.133,0.0477,0.1069,0.2968,485.91,31.76,0.295,0.005,NA
"ARIK","ARIK.SS.20190214","2/14/19 18:20",63.5,321.17,22.0591,6.177,8.12,0.0823,4.4067,0.005,0.0531,0.3531,0.0651,0.0071,3.238,0.001,14,700,7.215,62.5463,0.0288,0.69,3.439,0.014,391.28,17.04,5.84,0,0.181,0.0597,0.0949,0.2521,557.18,18.68,0.2791,0.005,NA
"ARIK","ARIK.SS.20190227","2/27/19 15:59",71.46,347.28,23.3912,6.66,8.07,0.1254,6.94,0.005,0.0402,0.3621,0.0712,0.0164,3.21,0.034,0,0,7.993,69.2935,0.055,1.42,3.878,0.024,4270.22,18.49,5.83,0,0.042,0.0845,0.1066,0.2636,6110.54,20.46,0.3364,0.005,NA
"ARIK","ARIK.SS.20190305.2","3/5/19 17:58",NA,NA,NA,NA,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,400,NA,NA,0.129,NA,3.809,NA,NA,NA,6.12,NA,NA,NA,NA,NA,592.72,NA,0.2681,NA,NA
"ARIK","ARIK.SS.20190305","3/5/19 17:58",67.97,338.21,22.7766,6.801,7.82,0.1044,3.6701,0.005,0.0404,0.3362,0.035,0.019,3.374,0.034,8,400,7.867,66.3721,0.137,0.7698,3.671,5e-04,409.58,17.86,5.64,0,0.102,0.06,0.0445,0.2615,586.27,19.39,0.2618,0.005,NA
"ARIK","ARIK.SS.20190327","3/27/19 16:31",69.72,318.47,21.9609,5.349,8.11,0.064,10.2673,0.005,0,0.3925,0.1217,0.0269,5.256,0.007,4,200,8.155,63.1873,0.131,2.8419,6.644,0.0319,408.95,17.53,5.62,0,0.032,0.0674,0.1802,0.3058,577.41,21.45,0.3107,0.005,NA
"ARIK","ARIK.SS.20190402","4/2/19 19:39",70.27,322.69,22.3162,4.548,8.1,0.1165,4.2608,0.005,0,0.4354,0.1069,0.0118,4.91,0.002,4,200,7.625,63.2589,0.066,2.8594,4.821,0.0097,401.98,17.2,5.94,0,0.037,0.0589,0.1567,0.2835,570.36,20.7,0.3135,3.9543,NA
"ARIK","ARIK.SS.20190417","4/17/19 17:20",71.3,317.29,22.6665,3.483,8.15,0.1079,3.8346,0.005,0,0.3307,0.1091,0.0041,4.931,5e-04,4,200,8.469,52.2703,0.0427,0.0088,4.962,0.0066,378.23,18.51,5.73,0,0.031,0.0395,0.159,0.3176,538.92,23.05,0.292,0.005,NA
"ARIK","ARIK.SS.20190507","5/7/19 13:15",72.99,352.14,22.5121,2.742,8.02,0.1053,2.3018,0.005,0,0.2774,0.1292,0.0145,6.329,5e-04,2,100,8.134,64.6767,0.2454,0.257,5.97,0.0092,414.62,18.46,5.96,0,0.024,0.0259,0.1889,0.3315,591.42,21.15,0.3153,0.005,NA
"ARIK","ARIK.SS.20190514","5/14/19 16:51",73.32,342.03,20.9864,2.955,8.09,0.0812,1.9112,0.005,0,0.3189,0.1314,0.0021,5.695,0.003,6,300,8.038,61.7187,0.11,0.005,5.711,0.0035,401.11,17.83,5.63,0.008,0.038,0.0212,0.189,0.3428,571.58,21.59,0.3551,0.005,NA
"ARIK","ARIK.SS.20190529","5/29/19 18:15",75.47,243.33,20.0698,60.2094,8.23,0.1359,5.7537,0.005,0,0.2817,0.1482,0.0198,6.355,0.004,2,100,7.486,59.8981,0.1159,0.5013,6.457,0.0072,383.47,17.21,4.85,0,0.039,0.0372,0.2156,0.3159,546.13,19.15,0.3214,0.005,NA
"ARIK","ARIK.SS.20190611","6/11/19 17:31",75.52,328.95,19.8623,3.093,7.74,0.1367,4.2399,0.005,0,0.3221,0.1127,5e-04,5.322,0.04,4,200,7.506,60.1374,0.0435,0.1447,5.213,8e-04,393.51,18.22,5.67,0,0.034,0.0281,0.1715,0.3497,560.21,20.12,0.3548,0.005,NA
"ARIK","ARIK.SS.20190618","6/18/19 15:30",77.99,337.52,21.0622,4.56,7.54,0.1208,5.0084,0.005,0,0.3617,0.1809,0.0186,5.656,0.009,6,300,8.248,63.0684,0.041,0.6237,6.093,0.0142,407.23,17.7,5.72,0.0123,0.039,0.0244,0.2616,0.306,580.27,21.9,0.2989,0.005,NA
"ARIK","ARIK.SS.20190708","7/8/19 16:05",78.01,356.3955,25.8888,4.38,7.36,0.1162,3.8304,0.005,0,0.3274,0.1265,0.032,4.923,0.399,8,400,8.326,66.8873,0.013,0.88,4.923,0.0071,428.27,18.2,6.08,0.0171,0.036,0.0186,0.185,0.3361,610.97,23.44,0.3361,0.005,NA
"ARIK","ARIK.SS.20190708.2","7/8/19 16:05",NA,NA,NA,NA,7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,400,NA,NA,0.0114,NA,4.766,NA,NA,NA,6.03,NA,NA,NA,NA,NA,612.35,NA,0.3152,NA,NA
"ARIK","ARIK.SS.20190718","7/18/19 15:41",81.63,389.63,49.22,1.44,7.45,0.1352,3.8855,0.005,0.0012,0.2684,0.0972,0.0098,5.729,0.931,4,200,8.632,71.4024,0.2825,0.8855,5.172,0.009,458.11,20.4,6.42,0.0036,0.033,0,0.1387,0.2867,653.33,24.33,0.4328,0.0697,NA
"ARIK","ARIK.SS.20190806","8/6/19 17:35",81.45,340.29,44.52,2.37,7.36,0.1577,6.32,0.005,9e-04,0.3671,0.159,0.014,5.538,0.125,18,900,8.146,62.79,0.081,2.72,5.826,0.008,382.2,19.08,5.69,0.0103,0.028,0.0968,0.2341,0.2933,545.7,23.02,0.2984,0.005,NA
"ARIK","ARIK.SS.20190819","8/19/19 17:43",86.27,342.18,52.99,37.68,7.68,0.1496,2.61,0.005,0,0.3004,0.1518,5e-04,5.478,0.02,20,1000,8.826,69.192,0.104,2.47,5.761,0.005,412.6,21.03,5.78,0.0201,0.023,0.0396,0.2295,0.3699,588,26.53,0.3536,0.005,NA
"ARIK","ARIK.SS.20190903","9/3/19 19:50",88.59,265.47,8.8702,0.005,7.76,0.1221,6.5192,0.005,0,0.3074,0.1469,5e-04,5.506,0.005,18,900,0.807,72.8495,0.3018,2.4829,5.505,0.012,460.13,28.77,5.36,0.0085,0.452,0.0264,0.219,0.289,NA,11.31,0.3061,0.005,661.01
"ARIK","ARIK.SS.20191002","10/2/19 14:10",85.63,403.28,24.15,5.13,7.99,0.2671,6.1,0.005,0,1.775,0.168,0.002,5.937,5e-04,24,1200,11.25,70.65,0.14,0.005,6.423,1.218,492.65,21.8,6.75,0.0025,0.056,0.0161,0.2424,0.3445,NA,28.69,0.3931,0.005,689.35
"ARIK","ARIK.SS.20191105","11/5/19 20:45",7.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2734,NA,NA,NA,NA,NA
"ARIK","ARIK.SS.20191218","12/18/19 18:29",77.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3514,NA,NA,NA,NA,NA
