"siteID","sampleID","collectDate","Br","Ca","Cl","DIC","DOC","F","Fe","K","Mg","Mn","Na","NH4 - N","NO3+NO2 - N","pH","Si","SO4","TDP","TDS"
"HOPB","HOPB.W4.20180319",2018-03-19 15:05:00,0.005,4.263,9.62,2.922,1.158,0.005,0.009,0.112,0.887,0.006,2.508,0.0018,0.0045,5.15,3.6,1.05,0.002,25.14
"HOPB","HOPB.W4.20180814",2018-08-14 14:01:00,0.005,2.4489,0.28,5.105,1.721,0.005,5e-04,5e-04,0.998,0.009,1.906,0.0192,0.0135,5.95,5.1898,5.586,0.0257,20.96
"HOPB","HOPB.W4.20190312",2019-03-12 17:04:00,0.005,2.806,1.5948,7.127,0.8952,0.005,5e-04,0.064,0.806,0.005,1.569,0.0923,0.0135,6.57,3.8995,4.308,5e-04,20.56
"LEWI","LEWI.W1.20170308",2017-03-08 14:56:00,0.005,102.119,14.4123,81.78,0.7523,0.2376,0.0024,1.921,24.5921,0.0089,5.9971,0.041,1.575,7.38,5.8513,21.9336,0.0025,490.5
"LEWI","LEWI.W8.20170308",2017-03-08 16:12:00,0.005,145.4885,13.4723,105.72,1.469,0.1497,1.7373,1.1432,15.8976,0.3335,3.0096,0.175,0.028,7.21,3.9958,15.7701,0.0025,579.3
"LEWI","LEWI.W6.20170308",2017-03-08 17:20:00,0.005,113.2775,14.9692,95.28,0.9726,0.2804,0.8097,0.8912,27.2204,1.3328,4.3638,0.004,0.008,7.31,5.8787,17.5751,0.005,564.3
"LEWI","LEWI.W3.20170308",2017-03-08 18:49:00,0.005,97.8087,8.4028,79.64,0.8035,0.1762,0.0206,1.2907,21.1906,1.981,2.5733,0.041,0.179,7.36,5.3403,15.0478,0.0025,441.1
"LEWI","LEWI.W1.20170823",2017-08-23 14:36:00,0.005,39.65,12.4022,81.01,0.4189,0.275,0.0047,3.4363,26.332,9e-04,7.6112,0.0488,1.5472,8.09,2.512,21.0727,5e-04,329.8
"LEWI","LEWI.W8.20170823",2017-08-23 15:17:00,0.005,38.33,8.1968,95.36,1.076,0.2441,0.0026,2.3259,21.976,5e-04,5.9169,0.3919,0.0317,7.86,1.9866,16.0037,5e-04,286.5
"LEWI","LEWI.W6.20170823",2017-08-23 17:05:00,0.005,43.704,8.2188,96.37,0.9184,0.3045,0.0051,1.5539,27.655,5e-04,4.0715,0.1334,0.0322,7.76,2.2497,15.9911,5e-04,331.2
"LEWI","LEWI.W3.20170823",2017-08-23 17:48:00,0.005,41.173,7.7561,81.78,0.3954,0.2223,0.0051,2.1628,23.468,5e-04,3.3951,0.1997,0.1881,7.76,2.1822,15.3322,0.0078,306.7
"LEWI","LEWI.W1.20180308",2018-03-08 16:15:00,0.005,101.871,13.53,89.15,0.8393,0.005,5e-04,2.717,24.435,5e-04,6.55,0.01,1.2514,7.27,5.85,21.43,0.033,535.1
"LEWI","LEWI.W2.20180308",2018-03-08 19:02:00,0.005,97.415,13.18,95.63,0.6813,0.005,5e-04,1.368,18.477,5e-04,4.786,0.01,0.2748,7.01,5.44,13.09,0.029,525.8
"LEWI","LEWI.W2.20190305",2019-03-05 14:08:00,0.005,100.003,4.4201,86.91,1.171,0.6799,5e-04,0.25,7.721,5e-04,1.864,0.1251,0.3562,7.52,4.3328,5.676,5e-04,410.29
"LEWI","LEWI.W6.20190305",2019-03-05 15:45:00,0.005,91.9444,4.3648,91.22,0.9188,1.2706,0.0145,0.898,25.61,0.197,2.386,0.1061,0.0576,7.2,5.6549,14.493,5e-04,481.29
"LEWI","LEWI.W8.20190305",2019-03-05 16:56:00,0.005,87.6903,7.6604,89.4,1.007,1.0045,2.8763,1.343,22.7,0.018,2.831,0.3061,0.0135,7.42,5.0459,15.963,0.0181,450.27
"LEWI","LEWI.W1.20190305",2019-03-05 18:41:00,0.005,105.796,4.4433,95.45,1.436,1.1125,5e-04,1.945,26.26,5e-04,3.355,0.0685,0.8467,7.44,6.0599,17.889,5e-04,538.17
"LEWI","LEWI.W1.20190910",2019-09-10 13:19:00,0.005,101.35,9.44,90.8,1.196,0.005,5e-04,2.506,25.28,5e-04,4.788,0.011,1.8609,7.32,9.927,0.005,0.0041,535.67
"LEWI","LEWI.W8.20190910",2019-09-10 14:49:00,0.005,107.689,5.7056,95.73,1.331,0.005,1.5102,1.596,24.7,0.114,3.089,0.3197,0.0187,7.42,8.0445,0.005,0.0316,562.12
"LEWI","LEWI.W6.20190910",2019-09-10 16:30:00,0.005,108.146,6.3862,96.78,1.16,0.005,0.1021,1.129,29.17,1.038,2.967,0.0717,0.03,7.47,9.5823,0.005,0.0062,570.25
"LEWI","LEWI.W2.20190910",2019-09-10 17:52:00,0.04,104.209,6.0917,97.42,1.328,0.005,5e-04,1.196,18.15,0.034,3.111,0.0541,0.8098,7.52,9.3657,0.005,0.009,480.25
"POSE","POSE.W1.20170313",2017-03-13 13:46:00,0.005,10.3652,2.6388,16.34,0.6869,0.005,0.2362,0.0819,4.4982,1.6207,4.4743,0.087,0.009,7.14,10.3632,3.4668,0.004,74.63
"POSE","POSE.W6.20170313",2017-03-13 16:12:00,0.005,10.4463,2.7257,15.43,1.156,0.005,6.6959,0.1866,4.4608,0.0417,7.6879,0.01,0.154,6.88,12.8226,6.1962,0.002,84.56
"POSE","POSE.W8.20170313",2017-03-13 17:30:00,0.005,13.0039,2.3625,15.83,0.8372,0.005,0.492,0.1478,4.5743,0.0503,6.2863,0.01,1.01,7.12,13.231,1.5451,0.032,90.23
"POSE","POSE.W3.20170320",2017-03-20 13:40:00,0.005,6.5242,2.0479,7.897,1.502,0.005,0.4838,0.1474,3.1824,0.0211,3.8216,0.05,0.032,6.92,9.858,8.1503,0.0175,53.29
"POSE","POSE.W1.20170918",2017-09-18 12:14:00,0.005,13.188,2.5922,17.37,0.6171,0.005,0.3891,0.2376,5.2551,1.7476,4.3142,0.1663,0.0357,6.74,10.404,1.9409,0.0085,92.6
"POSE","POSE.W3.20170918",2017-09-18 13:39:00,0.005,9.7939,1.6636,12.33,0.764,0.005,0.0828,0.4134,4.3298,0.2105,4.0862,0.135,0.1305,6.65,9.7889,7.245,0.0178,75.4
"POSE","POSE.W6.20170918",2017-09-18 15:29:00,0.005,12.308,2.5125,15.73,1.116,0.005,0.005,0.2518,4.779,0.0228,5.7192,0.1127,0.1366,6.67,10.493,4.9728,0.0085,91.7
"POSE","POSE.W1.20180305",2018-03-05 14:23:00,0.005,12.968,12.64,14.24,0.839,0.005,0.071,0.236,5.411,0.856,6.448,0.0055,0.0206,6.28,8.55,2.01,5e-04,88.7
"POSE","POSE.W6.20180305",2018-03-05 16:40:00,0.005,8.665,9.41,12.4,1.159,0.005,0.846,0.195,3.639,0.008,7.565,0.01,0.2572,6.36,11.28,9.18,5e-04,94.7
"POSE","POSE.W8.20180305",2018-03-05 18:25:00,0.005,15.426,9.03,15.5,0.4245,0.005,5e-04,0.178,4.995,0.028,6.509,0.01,0.8869,6.72,13.14,1.52,5e-04,101.2
"POSE","POSE.W1.20180917",2018-09-17 13:49:00,0.005,12.0216,3.22,16.4,0.9341,0.005,0.0815,0.163,6.116,1.629,4.822,0.0656,0.0459,6.74,13.1568,1.89,5e-04,92.79
"POSE","POSE.W3.20180917",2018-09-17 14:28:00,0.005,6.0673,2.3,8.671,1.211,0.005,5e-04,0.097,3.499,0.136,3.022,0.0285,0.1145,6.35,11.1382,6.153,0.0168,49.61
"POSE","POSE.W6.20180917",2018-09-17 15:20:00,0.005,14.5891,2.6,17.57,1.233,0.005,5e-04,0.243,6.095,0.024,5.678,0.2693,0.1355,6.45,14.9809,0.876,0.0447,102.11
"POSE","POSE.W1.20190227",2019-02-27 13:56:00,0.005,11.9576,1.25,18.92,0.852,1.63,1.7794,0.176,5.236,1.735,3.802,0.1622,0.0135,6.89,11.9699,2.028,0.0184,83.27
"POSE","POSE.W3.20190227",2019-02-27 14:38:00,0.005,6.7302,0.38,8.636,0.8932,0.87,2.0075,0.173,3.891,0.063,2.689,0.0896,0.3343,6.85,13.8006,5.805,0.0498,56.33
"POSE","POSE.W6.20190227",2019-02-27 15:21:00,0.005,10.1717,1.04,13.88,0.9211,0.62,5e-04,0.093,4.399,0.031,3.525,0.0967,0.0134,6.58,11.0141,4.485,0.037,73.69
"POSE","POSE.W8.20190227",2019-02-27 16:10:00,0.005,12.9242,2.61,15.71,1.013,1.22,5e-04,0.223,7.29,0.004,6.475,0.1161,1.1097,7.21,4.9682,2.493,0.077,108.43
"POSE","POSE.W8.20190923",2019-09-23 13:40:00,0.005,10.5,2.5281,18.36,0.8161,0.005,0.7374,0.113,4.529,0.004,4.819,0.0408,1.0922,7.04,13.67,5.508,0.3076,79.92
"POSE","POSE.W6.20190923",2019-09-23 15:37:00,0.12,16.16,2.18,16.04,1.268,0.005,5e-04,0.1,4.896,5e-04,5.018,0.0232,0.1368,7.15,12.54,1.329,0.0555,102.47
"POSE","POSE.W1.20190923",2019-09-23 18:07:00,0.005,10.84,4.0338,21.63,1.048,0.005,0.0023,0.101,4.721,1.512,4.347,0.0696,0.0069,6.73,11.02,2.352,0.0217,78.98
"FLNT","FLNT.W1.20170815",2017-08-15 14:52:00,0.005,93.471,3.0306,62.11,0.2459,0.005,0.0031,0.1972,0.6837,2.846,1.5897,0.0529,0.5076,7.8,4.3708,32.9854,5e-04,338.9
"FLNT","FLNT.W7.20170815",2017-08-15 16:06:00,0.005,69.327,3.0798,47.2,0.0792,0.005,0.018,0.2191,0.6482,0.0028,1.5734,0.0411,1.4615,7.88,3.8798,1.7416,9e-04,245.3
"FLNT","FLNT.W2.20170817",2017-08-17 13:28:00,0.005,7.1975,2.1415,8.197,0.5683,0.005,0.0018,0.5952,1.0815,0.1663,1.5923,0.0533,0.0531,7.15,8.9054,0.7486,0.0193,37.4
"FLNT","FLNT.W6.20170817",2017-08-17 14:36:00,0.005,2.5319,3.4101,8.733,0.2718,0.005,5e-04,0.1491,0.1552,0.0621,2.5151,0.052,0.5113,7.16,9.0544,0.4753,5e-04,16.91
"FLNT","FLNT.W3.20180228",2018-02-28 16:10:00,0.005,95.498,0.9,36.04,0.4788,0.005,5e-04,0.291,0.846,5e-04,2.852,0.01,0.5076,6.6,4.17,47.4,0.002,211.3
"FLNT","FLNT.W1.20180228",2018-02-28 17:53:00,0.005,47.658,11.06,60.67,0.482,0.005,5e-04,0.26,0.538,5e-04,3.024,0.0092,0.0859,6.86,4.93,6.27,0.003,414.3
"FLNT","FLNT.W7.20180301",2018-03-01 14:54:00,0.005,64.608,3.42,43.31,0.5686,0.55,5e-04,0.613,1.473,5e-04,3.837,0.01,0.0124,7.14,7.3,25.72,0.004,291.1
"FLNT","FLNT.W6.20180301",2018-03-01 16:13:00,0.005,69.339,7.64,52.89,0.4295,0.005,5e-04,0.337,0.708,5e-04,2.395,0.01,1.3454,7.12,4.13,1.28,0.005,317.9
"FLNT","FLNT.W1.20180724",2018-07-24 13:23:00,0.005,46.259,10.2077,35.87,0.4575,0.005,5e-04,0.165,0.823,5e-04,1.508,0.042,1.5402,7.61,4.28,3.345,5e-04,174.8
"FLNT","FLNT.W3.20180724",2018-07-24 17:36:00,0.005,55.69,11.1886,36.02,0.6268,0.005,5e-04,0.202,0.821,5e-04,2.955,0.0385,0.2076,6.75,6.47,11.229,5e-04,211.5
"FLNT","FLNT.W7.20180725",2018-07-25 13:06:00,0.005,54.705,15.7758,35.51,1.578,0.005,5e-04,0.74,1.421,5e-04,3.973,0.0556,0.1491,7.55,6.25,15.222,5e-04,213.7
"FLNT","FLNT.W6.20180725",2018-07-25 15:04:00,0.005,60.388,14.2923,42.84,0.7434,0.005,5e-04,0.275,0.823,5e-04,2.123,0.0356,1.2938,7.69,4.79,2.085,5e-04,223.1
"FLNT","FLNT.W7.20190226",2019-02-26 17:45:00,0.005,80.9689,7.41,49.92,0.7096,0.56,0.015,0.464,0.852,0.186,2.485,0.0801,0.45,7.57,5.3823,6.378,0.036,298.63
"FLNT","FLNT.W6.20190227",2019-02-27 13:56:00,0.005,62.018,2.81,36.95,0.5315,0.28,5e-04,0.264,0.566,5e-04,1.555,0.0681,1.7344,7.77,3.7955,0.885,0.053,226.19
"FLNT","FLNT.W1.20190227",2019-02-27 15:45:00,0.005,55.216,2.99,33.08,0.5374,0.43,5e-04,0.224,0.632,0.032,1.43,0.0813,1.4919,7.9,4.0541,1.566,0.034,201.28
"FLNT","FLNT.W3.20190227",2019-02-27 17:05:00,0.005,56.4935,2.87,33.87,0.8176,0.95,5e-04,0.253,0.638,5e-04,1.446,0.0775,1.5331,7.93,4.1627,1.137,0.026,209.63
"FLNT","FLNT.W1.20190807",2019-08-07 13:23:00,0.005,101.886,1.29,72.2,0.671,0.005,1.116,0.293,1.129,0.027,1.028,0.002,0.1223,7.36,8.72,29.76,0.022,333.6
"FLNT","FLNT.W3.20190807",2019-08-07 16:06:00,0.005,61.371,6.7,43.82,0.6826,0.005,0.101,0.222,0.715,0.003,0.881,0.002,0.6632,7.33,6.88,4.81,0.009,214.7
"FLNT","FLNT.W6.20190808",2019-08-08 11:55:00,0.005,60.525,6.06,40.5,0.5459,2.14,0.036,0.203,0.553,0.005,0.649,0.0943,1.6818,7.62,5.39,0.99,0.009,214.6
"FLNT","FLNT.W7.20190808",2019-08-08 13:39:00,0.005,56.909,6.54,36.93,1.182,2.08,0.018,0.479,0.829,0.354,2.357,0.0376,0.0083,7.56,9.89,13.23,0.009,205.5
"GUIL","GUIL.W5.20170531",2017-05-31 12:46:00,0.005,37.315,3.22,38.4,0.6703,0.18,5e-04,0.562,9.235,0.093,8.123,0.085,0.847,6.51,16.8,17.45,0.085,212.9
"GUIL","GUIL.W6.20170531",2017-05-31 14:40:00,0.005,51.697,20.12,43.31,0.454,0.15,5e-04,1.923,18.225,0.125,20.388,0.075,4.919,6.91,19.22,29.91,0.153,358.8
"GUIL","GUIL.W1.20170601",2017-06-01 13:43:00,0.005,41.83,6.8,37.84,0.6519,0.005,5e-04,1.369,12.355,5e-04,11.567,0.083,1.099,6.81,15.13,14.43,0.052,265.4
"GUIL","GUIL.W3.20170601",2017-06-01 15:10:00,0.005,71.085,8.09,56.17,0.5967,0.005,5e-04,2.586,16.977,0.043,16.903,0.069,2.195,7.61,19.46,15.55,0.065,391.1
"GUIL","GUIL.W5.20180531",2018-05-31 13:03:00,0.005,49.056,25.2409,42.76,0.9221,2.2405,5e-04,1.425,20.59,0.004,15.88,0.0069,5.2688,6.9,20.7374,27.297,0.1321,301.25
"GUIL","GUIL.W5.20181009",2018-10-09 13:35:00,0.005,47.253,15.37,42.34,0.6407,2.67,5e-04,1.554,20.21,5e-04,18.27,0.0673,5.1551,6.96,20.2189,26.985,0.0347,301.63
"GUIL","GUIL.W6.20181009",2018-10-09 14:56:00,0.005,38.2295,13.49,35.56,0.6404,1.27,5e-04,2.312,16.08,5e-04,13.96,0.0497,5.2738,6.8,23.337,8.628,0.0506,232.62
"GUIL","GUIL.W6.20190520",2019-05-20 13:20:00,0.005,31.8143,1.4085,49.28,1.145,0.005,5e-04,1.786,11.53,0.003,11.01,0.0375,4.935,6.78,20.3176,60.9528,0.1095,217.66
"GUIL","GUIL.W5.20190520",2019-05-20 15:30:00,0.005,38.5815,8.5488,55.27,1.54,0.005,0.1044,1.277,14.17,0.072,13.8,0.0411,4.836,6.98,17.2886,51.8658,0.0901,263.52
"GUIL","GUIL.W3.20190521",2019-05-21 13:21:00,0.005,59.318,3.8369,68.49,0.8635,2.2942,0.0254,1.777,14.61,0.001,12.05,0.0617,0.2511,7.37,17.8485,53.5455,0.0595,335.61
"GUIL","GUIL.W1.20190521",2019-05-21 14:57:00,0.005,36.41,3.2378,63.73,0.6037,0.005,0.1559,0.998,11.23,0.027,8.812,0.0503,0.01,6.66,14.7014,44.1042,0.0737,223.15
"GUIL","GUIL.W6.20191008",2019-10-08 11:41:00,0.005,34.81,13.09,44.09,1.3,0.005,5e-04,2.46,11.72,5e-04,11.76,0.0423,4.116,6.75,26.22,9.915,0.012,231.56
"GUIL","GUIL.W5.20191008",2019-10-08 13:26:00,0.005,44.77,16.63,44.1,1.005,0.005,5e-04,1.507,15.45,0.054,16.04,0.0466,5.393,6.98,24.17,25.713,0.012,311.24
"GUIL","GUIL.W1.20191009",2019-10-09 12:12:00,0.005,31.51,4.93,39,0.8998,0.005,5e-04,1.21,10.43,5e-04,9.228,0.0607,1.2898,6.55,20.19,13.5507,0.007,203.17
"GUIL","GUIL.W3.20191009",2019-10-09 13:51:00,0.005,54.73,6.67,69.45,1.054,0.005,5e-04,2.196,15.93,5e-04,13.92,0.0412,2.562,6.79,25.67,14.0439,0.02,342.56
"KING","KING.W1.20170419",2017-04-19 13:30:00,0.005,42.028,2.52,77.1,1.195,0.41,5e-04,1.257,20.843,5e-04,6.239,0.01,0.178,7.61,6.54,78.1,0.062,286.4
"KING","KING.W6.20170419",2017-04-19 14:15:00,0.005,46.245,2.96,91.45,0.9316,0.33,5e-04,1.158,25.491,5e-04,8.208,0.015,0.35,7.35,1.4,53.65,0.071,331.1
"KING","KING.W8.20170420",2017-04-20 11:45:00,0.005,109.77,2.0392,91.61,1.107,0.3592,5e-04,1.1305,23.373,0.002,6.546,0.032,0.101,7.23,6.6413,39.7905,0.026,535.26
"KING","KING.W3.20170420",2017-04-20 12:50:00,0.005,122.63,2.6468,98.72,1.066,0.3257,5e-04,1.4075,26.83,0.0031,7.8018,0.049,0.084,7.2,7.5776,44.9032,0.047,600.89
"KING","KING.W1.20170626",2017-06-26 14:15:00,0.005,106.31,1.7859,81.72,0.8684,0.3877,5e-04,1.5087,20.996,5e-04,5.9453,0.068,0.102,7.77,8.1613,35.0047,0.022,510.9
"KING","KING.W6.20170626",2017-06-26 15:33:00,0.005,125.73,2.7248,95.53,0.7981,0.3811,5e-04,1.2589,25.712,5e-04,8.4824,0.083,0.207,7.5,9.0001,62.3488,0.0604,600.9
"KING","KING.W8.20170626",2017-06-26 16:28:00,0.005,77.717,1.6623,95.91,0.8093,0.3578,5e-04,1.1112,24.522,5e-04,6.3004,0.096,0.073,7.61,7.1734,29.1651,0.0273,436.1
"KING","KING.W3.20170626",2017-06-26 17:25:00,0.005,115.55,1.714,93.68,0.7646,0.3822,5e-04,1.3267,24.038,5e-04,6.7901,0.107,0.094,7.5,7.5508,34.3462,0.0166,557.3
"KING","KING.W4.20180424",2018-04-24 14:32:00,0.005,52.7668,3.1873,91.8,1.11,0.005,5e-04,1.2522,21.225,5e-04,0.117,0.0046,0.1652,6.99,7.3023,41.0049,0.0241,526.4
"KING","KING.W1.20180424",2018-04-24 15:50:00,0.005,63.9759,5e-04,92.74,0.887,0.005,5e-04,1.2825,21.6101,5e-04,0.332,0.0143,0.157,6.99,7.2331,41.892,5e-04,531.9
"KING","KING.W2.20180424",2018-04-24 16:59:00,0.005,58.6699,5e-04,93.63,0.8401,0.005,5e-04,1.1805,21.0511,5e-04,0.205,0.0455,0.1433,6.9,6.8895,43.5936,0.0528,533.7
"KING","KING.W8.20180424",2018-04-24 18:04:00,0.005,49.4283,3.6005,89.97,0.9813,0.005,5e-04,0.9563,21.6572,5e-04,0.098,0.0321,0.0784,6.86,6.4701,42.0129,0.0177,533.2
"KING","KING.W4.20180702",2018-07-02 14:03:00,0.005,30.536,4.1145,67.12,1.386,0.005,5e-04,1.02,27.03,5e-04,5.846,0.0353,0.1706,7.59,9.77,48.84,5e-04,408.7
"KING","KING.W1.20180702",2018-07-02 15:11:00,0.005,53.433,2.3534,47.21,0.8276,0.005,5e-04,1.078,27.58,5e-04,5.631,0.0323,0.2604,7.6,9.35,49.92,0.011,469.8
"KING","KING.W2.20180702",2018-07-02 17:15:00,0.005,56.225,2.5877,84.07,0.64,0.005,5e-04,0.981,27.321,5e-04,5.51,0.0187,0.1657,8.03,8.87,51.99,0.026,466.4
"KING","KING.W8.20180702",2018-07-02 19:15:00,0.005,22.505,4.9538,78.05,0.8865,0.005,5e-04,0.812,27.22,5e-04,5.831,0.1845,0.1042,7.34,9.05,49.44,0.013,266.3
"KING","KING.W4.20190501",2019-05-01 14:21:00,0.005,43.8688,3.9742,69.75,1.048,1.429,5e-04,1.14,27.36,5e-04,6.964,0.0172,0.0852,7.35,8.9974,63.51,0.0336,336.74
"KING","KING.W1.20190501",2019-05-01 15:39:00,0.005,42.6834,1.7957,78.39,1.142,1.0011,5e-04,1.108,20.87,5e-04,5.427,0.0164,0.0134,7.73,7.2482,35.82,0.0321,291.41
"KING","KING.W2.20190501",2019-05-01 16:57:00,0.005,40.5234,3.5229,99.99,0.9691,1.1711,5e-04,1.136,24.76,5e-04,5.946,0.014,0.0135,7.27,8.1637,34.68,0.0306,306.47
"KING","KING.W8.20190501",2019-05-01 17:58:00,0.005,34.3194,3.6904,96.87,0.8747,1.1591,5e-04,0.925,25.66,5e-04,6.225,0.0327,0.0015,7.36,7.2009,31.17,0.0269,290.63
"KING","KING.W4.20190619",2019-06-19 14:10:00,0.005,140.481,3.8121,106.4,1.053,1.7793,0.0011,1.386,27.11,5e-04,6.867,0.0514,0.8373,7.01,9.3302,75.06,0.0533,673.65
"KING","KING.W1.20190619",2019-06-19 15:11:00,0.005,99.1768,2.541,83.22,1.188,1.2094,5e-04,1.246,18.54,5e-04,4.722,0.0406,0.1063,7.21,7.5535,27.987,0.0583,476.14
"KING","KING.W2.20190619",2019-06-19 16:42:00,0.005,116.352,2.7773,95.16,0.9048,1.4279,5e-04,1.114,22.68,5e-04,4.582,0.0386,0.0569,6.93,7.563,22.191,0.0461,555.17
"KING","KING.W8.20190619",2019-06-19 17:48:00,0.005,116.026,2.2141,91.54,0.8513,1.5677,0.0083,0.974,23.7,0.004,5.287,0.0278,0.0864,7.05,7.1367,27.237,0.039,564.92
"MCDI","MCDI.W3.20170418",2017-04-18 07:36:00,0.005,65.622,6.35,86.88,1.01,0.26,5e-04,2.262,18.758,0.004,15.196,0.082,5.094,7.42,2.68,64.37,0.034,385.5
"MCDI","MCDI.W6.20170418",2017-04-18 09:05:00,0.005,60.027,8.73,66.03,0.9403,0.31,5e-04,1.534,18.96,5e-04,12.729,0.038,9.823,7.37,1,82.85,0.048,363.2
"MCDI","MCDI.W1.20170418",2017-04-18 10:50:00,0.005,100.49,21.53,84.95,1.16,0.28,5e-04,2.696,21.669,0.003,14.68,0.037,7.608,7.51,1.95,118.25,0.041,521.3
"MCDI","MCDI.W3.20170627",2017-06-27 14:45:00,0.005,103.81,4.9363,79.65,1.361,0.2782,5e-04,2.3691,18.056,0.0339,9.0802,0.057,2.233,7.92,7.5403,20.8944,0.0352,504.1
"MCDI","MCDI.W6.20170627",2017-06-27 16:00:00,0.005,109.17,6.0677,79.05,0.9001,0.3503,5e-04,1.5024,16.537,5e-04,11.378,0.137,3.923,7.98,6.8314,29.1128,0.0431,521.3
"MCDI","MCDI.W1.20170627",2017-06-27 17:16:00,0.005,99.278,6.5739,70.78,1.422,0.2898,5e-04,2.8097,21.529,5e-04,13.056,0.084,7.655,8,6.9676,42.0177,0.032,520.4
"MCDI","MCDI.W5.20170627",2017-06-27 18:10:00,0.005,88.904,6.7911,63.8,1.011,0.3564,5e-04,1.8388,16.256,0.0031,13.274,0.055,5.357,7.7,7.0549,25.1117,0.0336,457.1
"MCDI","MCDI.W3.20180425",2018-04-25 15:28:00,0.005,53.13,5.1088,72.62,1.465,0.005,5e-04,2.0824,15.4386,5e-04,0.114,0.0276,0.1046,7.03,5.2531,39.1032,0.0393,471.7
"MCDI","MCDI.W6.20180425",2018-04-25 16:31:00,0.005,68.2763,6.6943,86.59,0.913,0.005,5e-04,1.2016,15.3832,5e-04,0.217,0.0203,0.8759,6.84,5.9281,29.8272,5e-04,502.1
"MCDI","MCDI.W5.20180425",2018-04-25 17:42:00,0.005,93.6204,11.8733,71.23,0.8387,0.005,5e-04,1.5716,15.6177,5e-04,0.056,0.015,0.6509,6.94,6.1557,32.0871,0.0297,441.8
"MCDI","MCDI.W4.20180425",2018-04-25 19:12:00,0.005,52.1761,14.1569,75.58,1.058,0.005,5e-04,3.9884,20.0648,5e-04,7.2456,0.0321,0.0793,6.91,6.7194,71.25,0.0049,532.6
"MCDI","MCDI.W3.20180628",2018-06-28 14:42:00,0.005,53.4827,9.1175,65.04,0.9534,0.005,5e-04,1.886,18.5,5e-04,11.84,0.0263,0.0617,7.51,6.6015,0.61,0.0196,334.705
"MCDI","MCDI.W6.20180628",2018-06-28 16:11:00,0.005,85.6656,5.8456,77.54,0.9297,0.005,5e-04,1.156,19.25,5e-04,9.689,0.0071,0.7278,7.45,7.4161,0.28,0.0445,444.878
"MCDI","MCDI.W5.20180628",2018-06-28 17:29:00,0.005,47.3988,8.8145,64.54,0.898,0.005,5e-04,1.33,18.96,5e-04,11.6,0.0149,0.4304,7.7,7.3503,0.17,5e-04,316.883
"MCDI","MCDI.W4.20180628",2018-06-28 18:25:00,0.005,102.404,41.9396,65.25,0.7754,0.2736,5e-04,3.826,28.45,0.051,42.76,0.0179,0.0135,7.52,7.1477,0.54,5e-04,661.955
"MCDI","MCDI.W2.20190502",2019-05-02 14:23:00,0.005,34.6957,4.6724,82.42,1.275,0.9756,0.0329,1.28,15.18,0.039,6.099,0.0277,0.4446,7.31,8.1188,19.026,0.0403,231.47
"MCDI","MCDI.W6.20190502",2019-05-02 15:39:00,0.005,61.4232,6.5615,78.46,1.172,1.1765,5e-04,1.282,17.39,5e-04,9.139,0.0202,3.243,7.41,7.4063,33.39,0.0321,346.68
"MCDI","MCDI.W5.20190502",2019-05-02 17:12:00,0.005,64.9232,4.5055,63.85,1.285,1.0044,5e-04,1.392,15.99,5e-04,9.549,0.0183,0.6261,7.6,6.9257,25.062,0.0425,351.13
"MCDI","MCDI.W4.20190502",2019-05-02 18:35:00,0.005,70.8038,8.8792,72.22,1.224,1.2762,5e-04,2.851,22.68,0.003,15.71,0.0223,4.24,7.55,7.3685,55.32,0.0231,431.03
"MCDI","MCDI.W5.20190620",2019-06-20 17:40:00,0.005,81.6036,6.3274,72.38,0.9714,1.3718,5e-04,1.343,14.33,5e-04,9.347,0.028,5.02,7.24,6.4643,21.831,0.0526,422.63
"MCDI","MCDI.W4.20190620",2019-06-20 19:15:00,0.005,95.4081,12.5119,79.98,1.281,2.031,5e-04,2.303,22.39,0.003,14.78,0.0624,14.804,7.03,6.8516,50.82,0.0155,514.29
"WALK","WALK.W1.20170221",2017-02-21 15:15:00,0.005,39.222,1.2849,40.82,0.574,0.4259,0.0393,0.8217,17.5255,0.0023,0.6783,0.015,0.091,7.72,3.9011,6.6618,0.0065,220.64
